รหัสการสั่งซื้อ,สถานะการสั่งซื้อ,เลขที่คำสั่งซื้อ,เวลาที่สั่งซื้อ,เวลาที่สั่งซื้อสำเร็จ,เวลาคลิก,ชื่อร้านค้า,ID ร้านค้า,ประเภทของร้านค้า,รหัสรายการสินค้า,ชื่อรายการสินค้า,เลขที่ โมเดล,ประเภทสินค้า,เลขที่โปรโมชั่น,L1 หมวดหมู่สากล,L2 หมวดหมู่สากล,L3 หมวดหมู่สากล,ราคา(฿),จำนวน,ประเภทข้อเสนอ,พาร์ทเนอร์ในแคมเปญ,มูลค่าซื้อ(฿),จำนวนเงินคืน(฿),อัตราคอมมิชชั่นช้อปปี้ของสินค้า,ค่าคอมมิชชั่นของช้อปปี้ต่อชิ้น(฿),อัตราคอมมิชชั่นร้านค้าของสินค้า,ค่าคอมมิชชั่นของแบรนด์์ต่อชิ้น(฿),คอมมิชชั่นสินค้าโดยรวม(฿),คอมมิชชั่นคำสั่งซื้อจาก Shopee(฿),คอมมิชชั่นคำสั่งซื้อจากผู้ขาย(฿),คอมมิชชั่นคำสั่งซื้อโดยรวม(฿),ชื่อ MCN ที่ผูกไว้,รหัสสัญญา MCN,อัตราค่าบริการ MCN,ค่าบริการ MCN(฿),อัตราค่าคอมมิชชั่นของพาร์ทเนอร์ตามข้อตกลง,ค่าคอมมิชชั่นสุทธิ(฿),สถานะสินค้า Affiliate,หมายเหตุสินค้า,ประเภทการแจกจ่าย,สถานะของผู้ซื้อ,Sub_id1,Sub_id2,Sub_id3,Sub_id4,Sub_id5,ช่องทาง
2509081520N2CY,รอดำเนินการ,211039796244524,2025-09-08 21:09:57,,2025-09-08 21:00:11,HNJ Helmet,372096542,Preferred(Non-CB),8369543342,HNJ หมวกกันน็อค หมวกขับขี่มอเตอร์ไซร์ แข็งแรงทนทานต่อแรงกระแทก motorcycle,76054113606,Normal Product,,รถมอเตอร์ไซค์ อะไหล่และอุปกรณ์เสริมมอเตอร์ไซค์,หมวกกันน็อคและอุปกรณ์สวมใส่สำหรับขับขี่,,629,1,คอมมิชชั่นจากร้านค้า,,609,,1.75%,10.6575,6.00%,0,10.6575,10.6575,0,10.6575,,0,0.00%,0,100.00%,10.6575,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01BMavk0821,,Facebook
2509081500QJ29,รอดำเนินการ,211039729214622,2025-09-08 21:08:48,,2025-09-08 09:36:27,all_closet,170467040,Preferred(Non-CB),21002411397,📣🎉 เอว 40-42-44 ไซส์จัมโบ้ สินค้าขายดี กางเกงขาสั้นชาย MC callum & Blue Nightหลากสี สีไม่ตก💯 เอว 40-42-44,190137182450,Normal Product,,เสื้อผ้าผู้ชาย,กางเกงขาสั้น,,215,1,คอมมิชชั่นจาก Shopee,,172,,1.75%,3.01,0.00%,0,3.01,6.02,0,6.02,,0,0.00%,0,100.00%,6.02,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m02Rooftop0706,,Facebook
2509081500QJ29,รอดำเนินการ,211039729214622,2025-09-08 21:08:48,,2025-09-08 09:36:27,all_closet,170467040,Preferred(Non-CB),21002411397,📣🎉 เอว 40-42-44 ไซส์จัมโบ้ สินค้าขายดี กางเกงขาสั้นชาย MC callum & Blue Nightหลากสี สีไม่ตก💯 เอว 40-42-44,241153962022,Normal Product,,เสื้อผ้าผู้ชาย,กางเกงขาสั้น,,215,1,คอมมิชชั่นจาก Shopee,,172,,1.75%,3.01,0.00%,0,3.01,0,0,0,,0,0.00%,0,100.00%,0,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m02Rooftop0706,,Facebook
2509081500QJ28,สำเร็จ,211039729214622,2025-09-08 21:08:48,2025-09-10 18:58:22,2025-09-08 09:36:27,Your Style Shirt,159876230,Preferred(Non-CB),5781533254,"[ไซส์ 2XL] เสื้อแขนสั้น คอกระดุม มี 8 สี ไซส์ใหญ่ รอบอก 50"" Bigsize เสื้อคนอ้วน",55625943862,Normal Product,,เสื้อผ้าผู้ชาย,เสื้อ,เสื้อยืด,269,1,คอมมิชชั่นจาก Shopee,,216,,1.75%,3.78,0.00%,0,3.78,18.83,0,18.83,,0,0.00%,0,100.00%,18.83,สำเร็จ,,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m02Rooftop0706,,Facebook
2509081500QJ28,สำเร็จ,211039729214622,2025-09-08 21:08:48,2025-09-10 18:58:22,2025-09-08 09:36:27,Your Style Shirt,159876230,Preferred(Non-CB),5781533254,"[ไซส์ 2XL] เสื้อแขนสั้น คอกระดุม มี 8 สี ไซส์ใหญ่ รอบอก 50"" Bigsize เสื้อคนอ้วน",55625943865,Normal Product,,เสื้อผ้าผู้ชาย,เสื้อ,เสื้อยืด,269,1,คอมมิชชั่นจาก Shopee,,215,,1.75%,3.7625,0.00%,0,3.7625,0,0,0,,0,0.00%,0,100.00%,0,สำเร็จ,,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m02Rooftop0706,,Facebook
2509081500QJ28,สำเร็จ,211039729214622,2025-09-08 21:08:48,2025-09-10 18:58:22,2025-09-08 09:36:27,Your Style Shirt,159876230,Preferred(Non-CB),5781533254,"[ไซส์ 2XL] เสื้อแขนสั้น คอกระดุม มี 8 สี ไซส์ใหญ่ รอบอก 50"" Bigsize เสื้อคนอ้วน",64088914307,Normal Product,,เสื้อผ้าผู้ชาย,เสื้อ,เสื้อยืด,269,1,คอมมิชชั่นจาก Shopee,,215,,1.75%,3.7625,0.00%,0,3.7625,0,0,0,,0,0.00%,0,100.00%,0,สำเร็จ,,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m02Rooftop0706,,Facebook
2509081500QJ28,สำเร็จ,211039729214622,2025-09-08 21:08:48,2025-09-10 18:58:22,2025-09-08 09:36:27,Your Style Shirt,159876230,Preferred(Non-CB),5781533254,"[ไซส์ 2XL] เสื้อแขนสั้น คอกระดุม มี 8 สี ไซส์ใหญ่ รอบอก 50"" Bigsize เสื้อคนอ้วน",64088914308,Normal Product,,เสื้อผ้าผู้ชาย,เสื้อ,เสื้อยืด,269,1,คอมมิชชั่นจาก Shopee,,215,,1.75%,3.7625,0.00%,0,3.7625,0,0,0,,0,0.00%,0,100.00%,0,สำเร็จ,,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m02Rooftop0706,,Facebook
2509081500QJ28,สำเร็จ,211039729214622,2025-09-08 21:08:48,2025-09-10 18:58:22,2025-09-08 09:36:27,Your Style Shirt,159876230,Preferred(Non-CB),5781533254,"[ไซส์ 2XL] เสื้อแขนสั้น คอกระดุม มี 8 สี ไซส์ใหญ่ รอบอก 50"" Bigsize เสื้อคนอ้วน",82005812107,Normal Product,,เสื้อผ้าผู้ชาย,เสื้อ,เสื้อยืด,269,1,คอมมิชชั่นจาก Shopee,,215,,1.75%,3.7625,0.00%,0,3.7625,0,0,0,,0,0.00%,0,100.00%,0,สำเร็จ,,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m02Rooftop0706,,Facebook
25090814Y36QFN,สำเร็จ,211039698253087,2025-09-08 21:08:18,2025-09-10 20:22:20,2025-09-08 20:05:01,Amazfit Official Store,77539211,Shopee Mall(Non-CB),26780023493,[พร้อมส่ง] Amazfit Bip 6 46mm Smartwatch หน้าจอใหญ่พร้อม GPS แม่นยำและโหมดกีฬา 140+ BioTracker™ ตรวจจับสุขภาพ 24 ชม.,252924029567,Normal Product,,มือถือและอุปกรณ์เสริม,อุปกรณ์สวมใส่,สมาร์ทวอทช์และอุปกรณ์ฟิตเนส,2650,1,คอมมิชชั่นจากร้านค้า,,2088,,1.50%,31.32,5.00%,0,31.32,31.32,0,31.32,,0,0.00%,0,100.00%,31.32,สำเร็จ,,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01Tik0803,,Facebook
25090814XJ270R,รอดำเนินการ,211039680285570,2025-09-08 21:08:00,,2025-09-08 17:27:15,ANTA THAILAND,1017796728,Shopee Mall(Non-CB),29107223528,ANTA Travel PG7 รองเท้าวิ่งคุชชั่นผู้ชาย 2E Widefoot รองเท้ากีฬา 1124C5546 Official Store,265786427554,Normal Product,,กีฬาและกิจกรรมกลางแจ้ง,รองเท้ากีฬา,รองเท้าวิ่ง,2151,1,คอมมิชชั่นจากร้านค้า,,1512,,1.75%,26.46,10.00%,0,26.46,26.46,0,26.46,,0,0.00%,0,100.00%,26.46,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m56Fazzi0830,,Facebook
25090814VE9XT6,สำเร็จ,211039609233925,2025-09-08 21:06:49,2025-09-10 01:31:11,2025-09-08 16:54:28,จินจิรา  【จัดส่งในกรุงเทพฯ】,1317105358,C2C(Non-CB),29780023826,🏡จัดส่งสินค้าใน 12 ชั่วโมง🏡Minecraft บล็อกตัวต่อแม่เหล็ก มายคราฟ ใหม่-ของเล่นปริศนาธีมเกม แมค บล็อกแม่เหล็กเพื่อการศึกษา,195894724515,Normal Product,,แม่และเด็ก,ของเล่น,บล็อกและของเล่นตัวต่อ,159,1,คอมมิชชั่นจากร้านค้า,,154,,1.75%,2.695,9.00%,0,2.695,2.695,0,2.695,,0,0.00%,0,100.00%,2.695,สำเร็จ,,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01KFdika0520,,Facebook
25090814URC5XS,รอดำเนินการ,211039586245833,2025-09-08 21:06:26,,2025-09-08 21:05:52,รองเท้า.th,126792025,Preferred(CB),18479240547,Tikp รองเท้าแตะลําลอง ระบายอากาศ กันลื่น แฟชั่นสําหรับผู้ชาย ไซซ์ 39-45 0427,177627023548,Normal Product,,รองเท้าผู้ชาย,รองเท้าแตะ,รองเท้าแตะแบบสวม,255,1,คอมมิชชั่นจากร้านค้า,,252,,1.75%,4.41,12.00%,30.24,34.65,4.41,30.24,34.65,,0,0.00%,0,100.00%,34.65,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,สั่งซื้อในร้านค้าเดียวกัน,ที่มีอยู่,2599adboostco,paris,mng,m01Tik0803,,Facebook
25090814UHNVUV,รอดำเนินการ,211039579211935,2025-09-08 21:06:19,,2025-09-08 16:35:04,CAMEL Mall,344105894,Shopee Mall(Non-CB),26176414664,CAMEL เครื่องซักผ้าmini เครื่องซักผ้า9kg washing machine ถังซักผ้ามินิ ปั่นแห้ง เครื่องชักผ้ามินิ แบบถังเดี่ยว ฆ่าเชื้ออ,185792732569,Normal Product,,เครื่องใช้ไฟฟ้าภายในบ้าน,เครื่องใช้ไฟฟ้าขนาดใหญ่,เครื่องซักผ้า และ เครื่องอบผ้า,1299,1,คอมมิชชั่นจาก Shopee,,1060,,1.50%,15.9,0.00%,0,15.9,15.9,0,15.9,,0,0.00%,0,100.00%,15.9,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01KFdika0520,,Facebook
25090814U0HAJ8,รอดำเนินการ,211039561246448,2025-09-08 21:06:02,,2025-09-08 13:47:52,MU Amulet,87603098,Preferred(Non-CB),26353004004,🔥ธูปใบ้หวย ธูปท้าวเวสสุวรรณ ธูปไอ้ไข่ ธูปหลวงปู่ศิลา เลข3หลัก(เลขคมชัด)เกรดA แถมใบคาถา,148671262098,Normal Product,,เครื่องใช้ในบ้าน,สินค้าเกี่ยวกับฮวงจุ้ยและศาสนา,,42,1,คอมมิชชั่นจาก Shopee,,42,,1.50%,0.63,0.00%,0,0.63,0.63,0,0.63,,0,0.00%,0,100.00%,0.63,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01KFdika0520,,Facebook
25090814THAE7F,สำเร็จ,211039545288157,2025-09-08 21:05:45,2025-09-11 11:01:55,2025-09-08 17:38:12,cafe_amazon_official,205474805,Shopee Mall(Non-CB),43264085980,แก้วใสสเตนเลส Stainless Steel Glass สี Flat White - Online Exclusive,301160195630,Normal Product,,เครื่องใช้ในบ้าน,เครื่องใช้บนโต๊ะอาหาร,แก้วน้ำ,399,1,คอมมิชชั่นจาก Shopee,,339,,1.50%,5.085,0.00%,0,5.085,5.085,0,5.085,,0,0.00%,0,100.00%,5.085,สำเร็จ,,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01kaofangMeow0303,,Facebook
25090814SUCC32,รอดำเนินการ,211039522286846,2025-09-08 21:05:22,,2025-09-08 20:59:48,AllJapan,380355888,Preferred(Non-CB),20770362438,**ล๊อตใหม่ล่าสุด** DHC Vitamin C (60 วัน / 120 เม็ด) วิตามินซี Exp: 2027,183667598442,Normal Product,,กลุ่มผลิตภัณฑ์เพื่อสุขภาพ,อาหารเสริม,อาหารเสริมเพื่อสุขภาพ,108,1,คอมมิชชั่นจากร้านค้า,,98,,1.50%,1.47,7.00%,6.86,8.33,1.47,6.86,8.33,,0,0.00%,0,100.00%,8.33,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,สั่งซื้อในร้านค้าเดียวกัน,ที่มีอยู่,2599adboostco,paris,mng,m01FahRain0805,,Others
25090814REH9HN,รอดำเนินการ,211039475256348,2025-09-08 21:04:36,,2025-09-08 20:57:50,UBEN Official,2225227,C2C(Non-CB),8809179892,โช๊คฝากระโปรงหน้า โตโยต้า แคมรี่ ท้ายหงษ์ TOYOTA CAMRY ACV30 Year 2001-2006,90656816377,Normal Product,,รถยนต์ อะไหล่และอุปกรณ์เสริมรถยนต์,ชิ้นส่วนอะไหล่รถยนต์,"โช๊ค, ช่วงล่างและระบบกันสะเทือนรถยนต์",380,1,คอมมิชชั่นจากร้านค้า,,304,,1.75%,5.32,4.00%,0,5.32,5.32,0,5.32,,0,0.00%,0,100.00%,5.32,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01FahRain0805,,Facebook
25090814MKG4BK,ยกเลิก,211039346246031,2025-09-08 21:02:27,--,2025-09-08 20:46:06,ยาง GURU,699903081,Preferred(Non-CB),25365289263,ยางรถยนต์ 215/70R16 GOODRIDE กู๊ดไรด์ รุ่น SC326 ยางรถปิคอัพ ขอบ16 (จำนวน 4 เส้น) (ผลิตปี 2025),178078018341,Normal Product,,รถยนต์ อะไหล่และอุปกรณ์เสริมรถยนต์,ชิ้นส่วนอะไหล่รถยนต์,ยางรถและอุปกรณ์เสริม,7300,0,คอมมิชชั่นจาก Shopee,,0,5840,1.75%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,ยกเลิก,คำสั่งซื้อไม่ถูกต้อง.,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,39277545,tunis,mng,m39goodride0110,,Websites
25090814K01R54,รอดำเนินการ,211039292290568,2025-09-08 21:01:32,,2025-09-08 21:00:57,JJshop 888,347700833,Preferred(Non-CB),20273829574,"JJ shop 💜พร้อมส่ง ชุดบอดี้สูทลายลูกไม้เก๋ๆแต่งสายไขว้ข้างแอบเซ็กซี่ ""SS-5"" -H",137411523386,Normal Product,,เสื้อผ้าผู้หญิง,เสื้อ,บอดี้สูท,115,1,คอมมิชชั่นจากร้านค้า,,103,,1.50%,1.545,4.00%,4.12,5.665,1.545,4.12,5.665,,0,0.00%,0,100.00%,5.665,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,สั่งซื้อในร้านค้าเดียวกัน,ที่มีอยู่,2599adboostco,paris,mng,m01jjshop0803,,Facebook
25090814JA2V9D,ยกเลิก,211039269268968,2025-09-08 21:01:09,--,2025-09-08 20:50:52,ANCHI STORE,954776030,Shopee Mall(Non-CB),23524925865,ANCHI หมวกกันน๊อก หมวกกันน็อกเต็มใบ มีกระจกบังแดด ลม เลนส์ใสกันหมอก สีดำด้าน สีดำสะท้อน ขาว Helmet,195288261893,Normal Product,367982933389601_0_0,รถมอเตอร์ไซค์ อะไหล่และอุปกรณ์เสริมมอเตอร์ไซค์,หมวกกันน็อคและอุปกรณ์สวมใส่สำหรับขับขี่,,335,0,คอมมิชชั่นจากร้านค้า,,0,301,1.75%,0,8.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,ยกเลิก,คำสั่งซื้อไม่ถูกต้อง.,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01KFdika0520,,Facebook
25090814JA2V9D,ยกเลิก,211039269268968,2025-09-08 21:01:09,--,2025-09-08 20:50:52,ANCHI STORE,954776030,Shopee Mall(Non-CB),29881694709,การตกแต่ง หมวกกันน็อคน่ารัก อุปกรณ์ตกแต่งรถยนต์ไฟฟ้า หูหมีน่ารัก เครื่องประดับหูหมี หมวกหลากสี,248055784733,Normal Product,367982933389601_0_0,รถมอเตอร์ไซค์ อะไหล่และอุปกรณ์เสริมมอเตอร์ไซค์,หมวกกันน็อคและอุปกรณ์สวมใส่สำหรับขับขี่,,0,0,คอมมิชชั่นจากร้านค้า,,0,,1.75%,0,8.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,ยกเลิก,คำสั่งซื้อไม่ถูกต้อง.,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01KFdika0520,,Facebook
25090814GFUNHX,รอดำเนินการ,211039208211207,2025-09-08 21:00:08,,2025-09-08 20:51:47,Lotuss_official,144046792,Shopee Mall(Non-CB),17195874972,โตชิบา ตู้เย็น 2ประตู ขนาด 8.2 คิว รุ่น GR-RT303WE-PMTH(52) สีน้ำเงิน TOSHIBA REFRIGERATOR 2D 8.2Q GR-RT303WE-PMTH(52),128726508941,Normal Product,,เครื่องใช้ไฟฟ้าภายในบ้าน,เครื่องใช้ไฟฟ้าในครัว,ตู้เย็น,7290,1,คอมมิชชั่นจาก Shopee,,5941,,1.50%,89.115,0.00%,0,89.115,89.115,0,89.115,,0,0.00%,0,100.00%,89.115,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m56Fazzi0830,,Facebook
25090814DBRT13,สำเร็จ,211039103266892,2025-09-08 20:58:24,2025-09-11 14:40:27,2025-09-08 07:01:06,natural life shop,717304906,Preferred(Non-CB),23778348550,6 กล่อง Phecare Pregnancy Test Strip Test ฟีแคร์ ชุดตรวจตั้งครรภ์ ชนิดจุ่ม พร้อมถ้วย มาตรฐาน ISO แม่นยำ ที่ตรวจตั้งครรภ์,186991398546,Normal Product,,กลุ่มผลิตภัณฑ์เพื่อสุขภาพ,ของใช้ส่วนตัว,ผลิตภัณฑ์สำหรับผู้หญิง,69,1,คอมมิชชั่นจากร้านค้า,,69,,1.50%,1.035,7.00%,0,1.035,2.205,0,2.205,,0,0.00%,0,100.00%,2.205,สำเร็จ,,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01PetKit0520,,Facebook
25090814DBRT13,สำเร็จ,211039103266892,2025-09-08 20:58:24,2025-09-11 14:40:27,2025-09-08 07:01:06,natural life shop,717304906,Preferred(Non-CB),21715187042,Phecare Pregnancy Test ฟีแคร์ ชุดตรวจตั้งครรภ์ ที่ตรวจตั้งครรภ์ แบบจุ่ม (Strip) แบบปากกา (Midstream) มาตรฐาน ISO แม่นยำ,220911438861,Normal Product,,กลุ่มผลิตภัณฑ์เพื่อสุขภาพ,ของใช้ส่วนตัว,ผลิตภัณฑ์สำหรับผู้หญิง,78,1,คอมมิชชั่นจากร้านค้า,,78,,1.50%,1.17,7.00%,0,1.17,0,0,0,,0,0.00%,0,100.00%,0,สำเร็จ,,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01PetKit0520,,Facebook
25090814BS6EXB,รอดำเนินการ,211039050236795,2025-09-08 20:57:31,,2025-09-08 20:17:06,Famly Official Store,85376817,C2C(Non-CB),1498726142,นาฬิกาแขวนผนัง ทรงกลม ลายน่ารัก เหมาะกับเด็ก ขนาด 8-12 นิ้ว เข็มเดินเรียบ ประหยัดถ่าน ระบบ QUARTZ,214484062132,Normal Product,,เครื่องใช้ในบ้าน,อุปกรณ์ตกแต่งบ้าน,นาฬิกา,79,1,คอมมิชชั่นจากร้านค้า,,79,,1.50%,1.185,8.00%,0,1.185,1.185,0,1.185,,0,0.00%,0,100.00%,1.185,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01PetKit0520,,Facebook
25090814AVKWAX,รอดำเนินการ,211039020267641,2025-09-08 20:57:00,,2025-09-08 20:49:23,US_Shopping,822058884,Preferred(Non-CB),18048966505,โรลออน OLD SPICE ของแท้ 100% Made in USA Anti-perspirant/ Deodorant,174575359485,Normal Product,,ผลิตภัณฑ์บำรุงและเสริมความงาม,สบู่อาบน้ำและผลิตภัณฑ์ดูแลผิวกาย,ผลิตภัณฑ์ระงับกลิ่นกาย,269,1,คอมมิชชั่นจาก Shopee,,215,,1.75%,3.7625,0.00%,0,3.7625,3.7625,0,3.7625,,0,0.00%,0,100.00%,3.7625,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01Tik0803,,Facebook
250908149JKJ9U,รอดำเนินการ,211039017299519,2025-09-08 20:56:16,,2025-09-08 20:54:48,Super cool_shop,1144590236,C2C(Non-CB),28120127948,หมวกกันน็อค หมวกกันน๊อก รถจักรยานยนต์ กันลม กันน้ำ แข็งแรงใส่สบายหมวกกันน็อคเต็ม ทนต่อการใช้งาน หมวกกันน็อคเต็มใบ,208047752859,Normal Product,,รถมอเตอร์ไซค์ อะไหล่และอุปกรณ์เสริมมอเตอร์ไซค์,หมวกกันน็อคและอุปกรณ์สวมใส่สำหรับขับขี่,,179,1,คอมมิชชั่นจากร้านค้า,,145,,1.75%,2.5375,13.00%,18.85,21.3875,2.5375,18.85,21.3875,,0,0.00%,0,100.00%,21.3875,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,สั่งซื้อในร้านค้าเดียวกัน,ที่มีอยู่,2599adboostco,paris,mng,m01BMavk0821,,Facebook
250908146BM313,รอดำเนินการ,211038868226161,2025-09-08 20:54:28,,2025-09-08 05:18:21,fluffy.memo,410514926,C2C(Non-CB),29006401052,🪸 pastel in love 💗 พวงกุญแจ สายคล้องสีพาสเทลน่ารัก,236590042565,Normal Product,,งานอดิเรกและของสะสม,ของที่ระลึก,พวงกุญแจ,49,1,คอมมิชชั่นจาก Shopee,,49,,1.50%,0.735,0.00%,0,0.735,0.735,0,0.735,,0,0.00%,0,100.00%,0.735,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m56ProwaVDO0905,,Facebook
250908146BM312,สำเร็จ,211038868226161,2025-09-08 20:54:28,2025-09-10 17:55:10,2025-09-08 05:18:21,Case Case Case,11160988,Preferred(Non-CB),6081844864,ฟิล์มกันรอย ขอบข้าง สำหรับไอโฟน 16 pro max 15 plus 14 13 12 11 สำหรับiPhone mini ฟิล์มขอบข้าง,126843183494,Normal Product,,มือถือและอุปกรณ์เสริม,อุปกรณ์เสริม,ฟิล์มกันรอย/กระจกกันรอย,15,1,คอมมิชชั่นจากร้านค้า,,15,,1.50%,0.225,9.00%,0,0.225,0.81,0,0.81,,0,0.00%,0,100.00%,0.81,สำเร็จ,,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m56ProwaVDO0905,,Facebook
250908146BM312,สำเร็จ,211038868226161,2025-09-08 20:54:28,2025-09-10 17:55:10,2025-09-08 05:18:21,Case Case Case,11160988,Preferred(Non-CB),29366758728,DURABLE ฟิล์มกันรอย ขอบข้าง สำหรับไอโฟน 16 pro max 15 14 13 12 11 for iPhone mini ฟิล์มขอบข้าง,217952159348,Normal Product,,มือถือและอุปกรณ์เสริม,อุปกรณ์เสริม,ฟิล์มกันรอย/กระจกกันรอย,39,1,คอมมิชชั่นจากร้านค้า,,39,,1.50%,0.585,15.00%,0,0.585,0,0,0,,0,0.00%,0,100.00%,0,สำเร็จ,,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m56ProwaVDO0905,,Facebook
